"Frame","MessageId","MessageOrderIndex","ChannelId","Timestamp","MessageAction","MessageTypeName","OriginEndpointId","DestinationEndpointId","CustomPayloadTypename","CustomPayloadUncompressedByteSize","StringPayload"
"6239","58DB1A144D7AE88B03602A894D4A0A94","12","3","2024.09.22-20.49.30","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncLockEvent","12","(LockedResources=(),NumRemainingSyncEvents=1)"
"6239","F15AFF8846EDFDDE35B293B00E678A0B","13","3","2024.09.22-20.49.30","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncCompletedEvent","0","()"
"6239","AF0A7BDF4B889C6853CD6CBF398080D4","3","3","2024.09.22-20.49.30","Process","ConcertSession_CustomResponse","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertReplication_Join_Response","45","(JoinErrorCode=Success,DetailedErrorMessage="""")"
"6239","B47315E246F9FFE73DABF6B3AF899856","","0","2024.09.22-20.49.30","Process","ConcertAckData","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","None","0",""
"6239","6EEE2BC44E8C5EF30BBBD08472D2256A","4","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncEndpointEvent","256","(Endpoint=(EndpointId=2949814042630F88CF10DF9436E89CFA,EndpointData=(ClientInfo=(InstanceInfo=(InstanceId=40660C7F4D5E3ABA3DDCEF87E56F4757,InstanceName=""DESKTOP-E6787G1-3392"",InstanceType=""Editor""),DeviceName=""DESKTOP-E6787G1"",PlatformName=""WindowsEditor"",UserName=""danel"",DisplayName=""suchy"",AvatarColor=(R=0.000000,G=1.000000,B=0.531562,A=1.000000),DesktopAvatarActorClass=""/ConcertSyncClient/DesktopPresence.DesktopPresence_C"",VRAvatarActorClass=""/ConcertSyncClient/VRPresence.VRPresence_C"",Tags=,bHasEditorData=True,bRequiresCookedData=False))),NumRemainingSyncEvents=9)"
"6239","2C2B58314DB9954F4772C48E09A89457","5","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncEndpointEvent","256","(Endpoint=(EndpointId=B9EEF17B4601C30E003FD0AA5649EFD9,EndpointData=(ClientInfo=(InstanceInfo=(InstanceId=6229AFB1419332699C4AC6A627803D5C,InstanceName=""DESKTOP-E6787G1-4000"",InstanceType=""Editor""),DeviceName=""DESKTOP-E6787G1"",PlatformName=""WindowsEditor"",UserName=""danel"",DisplayName=""suchy"",AvatarColor=(R=0.000000,G=1.000000,B=0.531562,A=1.000000),DesktopAvatarActorClass=""/ConcertSyncClient/DesktopPresence.DesktopPresence_C"",VRAvatarActorClass=""/ConcertSyncClient/VRPresence.VRPresence_C"",Tags=,bHasEditorData=True,bRequiresCookedData=False))),NumRemainingSyncEvents=8)"
"6239","F4B53F234DC7C63D01553D8AC59F3660","6","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncEndpointEvent","249","(Endpoint=(EndpointId=24CD13FA41715196966966B9FB93A281,EndpointData=(ClientInfo=(InstanceInfo=(InstanceId=9E2256BB4FEA37EBCD9A5E8D0FF66940,InstanceName=""STACJONARNY-8752"",InstanceType=""Editor""),DeviceName=""STACJONARNY"",PlatformName=""WindowsEditor"",UserName=""damia"",DisplayName=""Slimao"",AvatarColor=(R=0.000000,G=1.000000,B=0.191608,A=1.000000),DesktopAvatarActorClass=""/ConcertSyncClient/DesktopPresence.DesktopPresence_C"",VRAvatarActorClass=""/ConcertSyncClient/VRPresence.VRPresence_C"",Tags=,bHasEditorData=True,bRequiresCookedData=False))),NumRemainingSyncEvents=7)"
"6239","30C6B2F74A60A5AAE0F587848BC8DFB3","7","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncActivityEvent","547","Payload string disabled. Payload is too large!"
"6239","02003F8241ED0461707186AD79C6708A","8","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncActivityEvent","547","Payload string disabled. Payload is too large!"
"6239","CCB83B7544E12012C32EE2AA9D3704A7","9","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncActivityEvent","669","Payload string disabled. Payload is too large!"
"6239","17FADB7D46E7C0F79166B19C1B76328F","10","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncActivityEvent","553","Payload string disabled. Payload is too large!"
"6239","7D0A987643302A75AA650AA8B051AD2A","11","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncActivityEvent","547","Payload string disabled. Payload is too large!"
"6239","58DB1A144D7AE88B03602A894D4A0A94","12","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncLockEvent","12","(LockedResources=(),NumRemainingSyncEvents=1)"
"6239","F15AFF8846EDFDDE35B293B00E678A0B","13","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertWorkspaceSyncCompletedEvent","0","()"
"6239","87A9829141CA190B9F65DE936D8E913B","","0","2024.09.22-20.49.30","Send","ConcertAckData","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","None","0",""
"6239","94A6E99B47A1C4076EEA1E814E3865E6","5","1","2024.09.22-20.49.30","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertWorkspaceSyncAndFinalizeCompletedEvent","0","()"
"6240","0F5D35834558E88675D2E98696897530","14","3","2024.09.22-20.49.30","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertTakeRecorder.ConcertRecordSettingsChangeEvent","18","(EndpointId=24CD13FA41715196966966B9FB93A281,Settings=(bRecordOnClient=True,bTransactSources=True))"
"6240","335571D14D9EF6EB7D2B0EAE58AC069C","15","3","2024.09.22-20.49.30","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertTakeRecorder.ConcertMultiUserSyncChangeEvent","17","(EndpointId=24CD13FA41715196966966B9FB93A281,bSyncTakeRecordingTransactions=True)"
"6240","0470F5F444804AAF69C809980A02DBAD","16","3","2024.09.22-20.49.30","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertClientPresenceInVREvent","3","(VRDevice="""")"
"6240","6ECA18B74BBA5A248F0C7A8D8A6F654C","","0","2024.09.22-20.49.30","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=-1890.573302,Y=1351.598138,Z=1202.054769),Orientation=(X=-0.046940,Y=-0.109621,Z=0.390827,W=-0.912707),PresenceType=Desktop,TransactionUpdateIndex=4957)"
"6240","6C46BF7C4120DFD8CDFD28B15673903C","17","3","2024.09.22-20.49.30","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertSequencerStateSyncEvent","4","(SequencerStates=)"
"6240","F464CBC847CA546B532F1FB8CEB433DE","","0","2024.09.22-20.49.30","Receive","ConcertAckData","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","None","0",""
"6240","0F5D35834558E88675D2E98696897530","14","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertTakeRecorder.ConcertRecordSettingsChangeEvent","18","(EndpointId=24CD13FA41715196966966B9FB93A281,Settings=(bRecordOnClient=True,bTransactSources=True))"
"6240","335571D14D9EF6EB7D2B0EAE58AC069C","15","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertTakeRecorder.ConcertMultiUserSyncChangeEvent","17","(EndpointId=24CD13FA41715196966966B9FB93A281,bSyncTakeRecordingTransactions=True)"
"6240","0470F5F444804AAF69C809980A02DBAD","16","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertClientPresenceInVREvent","3","(VRDevice="""")"
"6240","6ECA18B74BBA5A248F0C7A8D8A6F654C","","0","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=-1890.573302,Y=1351.598138,Z=1202.054769),Orientation=(X=-0.046940,Y=-0.109621,Z=0.390827,W=-0.912707),PresenceType=Desktop,TransactionUpdateIndex=4957)"
"6240","6C46BF7C4120DFD8CDFD28B15673903C","17","3","2024.09.22-20.49.30","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertSequencerStateSyncEvent","4","(SequencerStates=)"
"6240","F464CBC847CA546B532F1FB8CEB433DE","","0","2024.09.22-20.49.30","Process","ConcertAckData","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","None","0",""
"6240","EBBC71DC456D16810D844884A82BCCCC","","0","2024.09.22-20.49.30","Send","ConcertAckData","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","None","0",""
"6240","D1F384124BF31A16F294B7B063DF1007","","0","2024.09.22-20.49.30","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=972.748686,Y=-1375.720179,Z=1046.343070),Orientation=(X=0.246333,Y=-0.144517,Z=-0.826598,W=-0.484944),PresenceType=Desktop,TransactionUpdateIndex=1)"
"6242","315A7A9F4FD79B6D5B6B8DBAB99FC6A2","","0","2024.09.22-20.49.30","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=972.748686,Y=-1375.720179,Z=1046.343070),Orientation=(X=0.246333,Y=-0.144517,Z=-0.826598,W=-0.484944),PresenceType=Desktop,TransactionUpdateIndex=2)"
"6244","2113F09F41B2314FBD57F1B5C66C32C3","","0","2024.09.22-20.49.31","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=972.748686,Y=-1375.720179,Z=1046.343070),Orientation=(X=0.246333,Y=-0.144517,Z=-0.826598,W=-0.484944),PresenceType=Desktop,TransactionUpdateIndex=3)"
"6245","BE36402D4FF0E97F1539BA80148E97D1","","0","2024.09.22-20.49.31","Receive","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=-1890.573302,Y=1351.598138,Z=1202.054769),Orientation=(X=-0.046940,Y=-0.109621,Z=0.390827,W=-0.912707),PresenceType=Desktop,TransactionUpdateIndex=4958)"
"6245","BE36402D4FF0E97F1539BA80148E97D1","","0","2024.09.22-20.49.31","Process","ConcertSession_CustomEvent","B612222E493F2DC023E2C3901C7B4F06","B9EEF17B4601C30E003FD0AA5649EFD9","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=-1890.573302,Y=1351.598138,Z=1202.054769),Orientation=(X=-0.046940,Y=-0.109621,Z=0.390827,W=-0.912707),PresenceType=Desktop,TransactionUpdateIndex=4958)"
"6246","196D4FF845D18FB1F4E155A7DDD39F0C","","0","2024.09.22-20.49.31","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=972.748686,Y=-1375.720179,Z=1046.343070),Orientation=(X=0.246333,Y=-0.144517,Z=-0.826598,W=-0.484944),PresenceType=Desktop,TransactionUpdateIndex=4)"
"6248","3FFAC3FE44F33B5F807AB78C291E9FD4","","0","2024.09.22-20.49.31","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=972.748686,Y=-1375.720179,Z=1046.343070),Orientation=(X=0.246333,Y=-0.144517,Z=-0.826598,W=-0.484944),PresenceType=Desktop,TransactionUpdateIndex=5)"
"6251","EE3056CB4C745B49B80726B90F7DA61E","","0","2024.09.22-20.49.31","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=972.748686,Y=-1375.720179,Z=1046.343070),Orientation=(X=0.246333,Y=-0.144517,Z=-0.826598,W=-0.484944),PresenceType=Desktop,TransactionUpdateIndex=6)"
"6258","673053DC4ACB3F7153BBE9981C14437A","","0","2024.09.22-20.49.31","Send","ConcertSession_CustomEvent","B9EEF17B4601C30E003FD0AA5649EFD9","B612222E493F2DC023E2C3901C7B4F06","/Script/ConcertSyncCore.ConcertClientPresenceDataUpdateEvent","125","(WorldPath=""/Temp/Untitled_1.Untitled_1"",Position=(X=972.748686,Y=-1375.720179,Z=1046.343070),Orientation=(X=0.246333,Y=-0.144517,Z=-0.826598,W=-0.484944),PresenceType=Desktop,TransactionUpdateIndex=7)"
